1775986973.070226 server started (521): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1775986973.070241 on Linux 6.6.87.1-microsoft-standard-WSL2 #1 SMP PREEMPT_DYNAMIC Mon Apr 21 17:08:54 UTC 2025
1775986973.070246 using libevent 2.1.12-stable poll
1775986973.070247 using ncurses 6.4 20240113
1775986973.074334 args_parse_flags: -D
1775986973.074335 args_parse: flags end at 2 of 2
1775986973.074337 cmd_parse_build_commands: rotate-window -D
1775986973.074338 args_parse_flags: next -N
1775986973.074339 args_parse_flag_argument: -N = Rotate through the panes in reverse
1775986973.074340 args_parse_flags: next M-o
1775986973.074341 args_parse: flags end at 3 of 5
1775986973.074342 args_parse: 3 = M-o (type STRING)
1775986973.074344 args_parse: 4 = rotate-window -D (type COMMANDS)
1775986973.074347 cmd_parse_build_commands: bind-key -N "Rotate through the panes in reverse" M-o { rotate-window -D }
1775986973.074349 cmdq_get_command: [bind-key/0x616815b2aec0] group 570
1775986973.074350 cmdq_append <global>: [bind-key/0x616815b2aec0]
1775986973.074352 yylex_token: end at WS
1775986973.074353 yylex_token: bind
1775986973.074354 yylex_token: end at WS
1775986973.074355 yylex_token: -N
1775986973.074357 yylex_token: end at WS
1775986973.074358 yylex_token: Select the previous window with an alert
1775986973.074361 yylex_token: end at WS
1775986973.074362 yylex_token: M-p
1775986973.074364 yylex_token: end at WS
1775986973.074365 yylex_token: previous-window
1775986973.074366 yylex_token: end at WS
1775986973.074367 yylex_token: -a
1775986973.074368 cmd_parse_build_commands 0:0: bind
1775986973.074369 cmd_parse_build_commands 0:1: -N
1775986973.074371 cmd_parse_build_commands 0:2: Select the previous window with an alert
1775986973.074372 cmd_parse_build_commands 0:3: M-p
1775986973.074373 cmd_parse_build_commands 0:4 0:0: previous-window
1775986973.074374 cmd_parse_build_commands 0:4 0:1: -a
1775986973.074376 cmd_parse_build_commands 0:0: previous-window
1775986973.074377 cmd_parse_build_commands 0:1: -a
1775986973.074379 args_parse_flags: next -a
1775986973.074379 args_parse_flags: -a
1775986973.074381 args_parse: flags end at 2 of 2
1775986973.074382 cmd_parse_build_commands: previous-window -a
1775986973.074383 args_parse_flags: next -N
1775986973.074385 args_parse_flag_argument: -N = Select the previous window with an alert
1775986973.074385 args_parse_flags: next M-p
1775986973.074387 args_parse: flags end at 3 of 5
1775986973.074388 args_parse: 3 = M-p (type STRING)
1775986973.074389 args_parse: 4 = previous-window -a (type COMMANDS)
1775986973.074393 cmd_parse_build_commands: bind-key -N "Select the previous window with an alert" M-p { previous-window -a }
1775986973.074394 cmdq_get_command: [bind-key/0x616815b2b610] group 578
1775986973.074395 cmdq_append <global>: [bind-key/0x616815b2b610]
1775986973.074401 yylex_token: end at WS
1775986973.074403 yylex_token: bind
1775986973.074404 yylex_token: end at WS
1775986973.074405 yylex_token: -N
1775986973.074406 yylex_token: end at WS
1775986973.074408 yylex_token: Move the visible part of the window up
1775986973.074409 yylex_token: end at WS
1775986973.074409 yylex_token: -r
1775986973.074411 yylex_token: end at WS
1775986973.074411 yylex_token: S-Up
1775986973.074413 yylex_token: end at WS
1775986973.074414 yylex_token: refresh-client
1775986973.074415 yylex_token: end at WS
1775986973.074416 yylex_token: -U
1775986973.074417 yylex_token: end at WS
1775986973.074418 yylex_token: 10
1775986973.074419 cmd_parse_build_commands 0:0: bind
1775986973.074420 cmd_parse_build_commands 0:1: -N
1775986973.074422 cmd_parse_build_commands 0:2: Move the visible part of the window up
1775986973.074423 cmd_parse_build_commands 0:3: -r
1775986973.074424 cmd_parse_build_commands 0:4: S-Up
1775986973.074425 cmd_parse_build_commands 0:5 0:0: refresh-client
1775986973.074426 cmd_parse_build_commands 0:5 0:1: -U
1775986973.074427 cmd_parse_build_commands 0:5 0:2: 10
1775986973.074429 cmd_parse_build_commands 0:0: refresh-client
1775986973.074430 cmd_parse_build_commands 0:1: -U
1775986973.074431 cmd_parse_build_commands 0:2: 10
1775986973.074433 args_parse_flags: next -U
1775986973.074434 args_parse_flags: -U
1775986973.074435 args_parse_flags: next 10
1775986973.074436 args_parse: flags end at 2 of 3
1775986973.074437 args_parse: 2 = 10 (type STRING)
1775986973.074439 cmd_parse_build_commands: refresh-client -U 10
1775986973.074440 args_parse_flags: next -N
1775986973.074441 args_parse_flag_argument: -N = Move the visible part of the window up
1775986973.074442 args_parse_flags: next -r
1775986973.074443 args_parse_flags: -r
1775986973.074444 args_parse_flags: next S-Up
1775986973.074445 args_parse: flags end at 4 of 6
1775986973.074447 args_parse: 4 = S-Up (type STRING)
1775986973.074449 args_parse: 5 = refresh-client -U 10 (type COMMANDS)
1775986973.074453 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window up" S-Up { refresh-client -U 10 }
1775986973.074455 cmdq_get_command: [bind-key/0x616815b2bfb0] group 586
1775986973.074456 cmdq_append <global>: [bind-key/0x616815b2bfb0]
1775986973.074458 yylex_token: end at WS
1775986973.074459 yylex_token: bind
1775986973.074460 yylex_token: end at WS
1775986973.074461 yylex_token: -N
1775986973.074462 yylex_token: end at WS
1775986973.074464 yylex_token: Move the visible part of the window down
1775986973.074467 yylex_token: end at WS
1775986973.074468 yylex_token: -r
1775986973.074469 yylex_token: end at WS
1775986973.074470 yylex_token: S-Down
1775986973.074471 yylex_token: end at WS
1775986973.074472 yylex_token: refresh-client
1775986973.074473 yylex_token: end at WS
1775986973.074474 yylex_token: -D
1775986973.074475 yylex_token: end at WS
1775986973.074476 yylex_token: 10
1775986973.074478 cmd_parse_build_commands 0:0: bind
1775986973.074479 cmd_parse_build_commands 0:1: -N
1775986973.074480 cmd_parse_build_commands 0:2: Move the visible part of the window down
1775986973.074481 cmd_parse_build_commands 0:3: -r
1775986973.074482 cmd_parse_build_commands 0:4: S-Down
1775986973.074483 cmd_parse_build_commands 0:5 0:0: refresh-client
1775986973.074484 cmd_parse_build_commands 0:5 0:1: -D
1775986973.074486 cmd_parse_build_commands 0:5 0:2: 10
1775986973.074487 cmd_parse_build_commands 0:0: refresh-client
1775986973.074488 cmd_parse_build_commands 0:1: -D
1775986973.074489 cmd_parse_build_commands 0:2: 10
1775986973.074491 args_parse_flags: next -D
1775986973.074492 args_parse_flags: -D
1775986973.074493 args_parse_flags: next 10
1775986973.074494 args_parse: flags end at 2 of 3
1775986973.074495 args_parse: 2 = 10 (type STRING)
1775986973.074497 cmd_parse_build_commands: refresh-client -D 10
1775986973.074498 args_parse_flags: next -N
1775986973.074499 args_parse_flag_argument: -N = Move the visible part of the window down
1775986973.074501 args_parse_flags: next -r
1775986973.074501 args_parse_flags: -r
1775986973.074502 args_parse_flags: next S-Down
1775986973.074503 args_parse: flags end at 4 of 6
1775986973.074505 args_parse: 4 = S-Down (type STRING)
1775986973.074506 args_parse: 5 = refresh-client -D 10 (type COMMANDS)
1775986973.074511 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window down" S-Down { refresh-client -D 10 }
1775986973.074512 cmdq_get_command: [bind-key/0x616815b2c780] group 594
1775986973.074513 cmdq_append <global>: [bind-key/0x616815b2c780]
1775986973.074517 yylex_token: end at WS
1775986973.074518 yylex_token: bind
1775986973.074519 yylex_token: end at WS
1775986973.074520 yylex_token: -N
1775986973.074522 yylex_token: end at WS
1775986973.074523 yylex_token: Move the visible part of the window left
1775986973.074524 yylex_token: end at WS
1775986973.074525 yylex_token: -r
1775986973.074526 yylex_token: end at WS
1775986973.074527 yylex_token: S-Left
1775986973.074528 yylex_token: end at WS
1775986973.074529 yylex_token: refresh-client
1775986973.074530 yylex_token: end at WS
1775986973.074531 yylex_token: -L
1775986973.074532 yylex_token: end at WS
1775986973.074533 yylex_token: 10
1775986973.074535 cmd_parse_build_commands 0:0: bind
1775986973.074536 cmd_parse_build_commands 0:1: -N
1775986973.074537 cmd_parse_build_commands 0:2: Move the visible part of the window left
1775986973.074538 cmd_parse_build_commands 0:3: -r
1775986973.074539 cmd_parse_build_commands 0:4: S-Left
1775986973.074540 cmd_parse_build_commands 0:5 0:0: refresh-client
1775986973.074541 cmd_parse_build_commands 0:5 0:1: -L
1775986973.074542 cmd_parse_build_commands 0:5 0:2: 10
1775986973.074544 cmd_parse_build_commands 0:0: refresh-client
1775986973.074545 cmd_parse_build_commands 0:1: -L
1775986973.074546 cmd_parse_build_commands 0:2: 10
1775986973.074548 args_parse_flags: next -L
1775986973.074549 args_parse_flags: -L
1775986973.074550 args_parse_flags: next 10
1775986973.074551 args_parse: flags end at 2 of 3
1775986973.074552 args_parse: 2 = 10 (type STRING)
1775986973.074554 cmd_parse_build_commands: refresh-client -L 10
1775986973.074555 args_parse_flags: next -N
1775986973.074556 args_parse_flag_argument: -N = Move the visible part of the window left
1775986973.074557 args_parse_flags: next -r
1775986973.074558 args_parse_flags: -r
1775986973.074559 args_parse_flags: next S-Left
1775986973.074560 args_parse: flags end at 4 of 6
1775986973.074561 args_parse: 4 = S-Left (type STRING)
1775986973.074563 args_parse: 5 = refresh-client -L 10 (type COMMANDS)
1775986973.074567 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window left" S-Left { refresh-client -L 10 }
1775986973.074571 cmdq_get_command: [bind-key/0x616815b2cf50] group 602
1775986973.074572 cmdq_append <global>: [bind-key/0x616815b2cf50]
1775986973.074574 yylex_token: end at WS
1775986973.074575 yylex_token: bind
1775986973.074576 yylex_token: end at WS
1775986973.074577 yylex_token: -N
1775986973.074579 yylex_token: end at WS
1775986973.074580 yylex_token: Move the visible part of the window right
1775986973.074581 yylex_token: end at WS
1775986973.074582 yylex_token: -r
1775986973.074583 yylex_token: end at WS
1775986973.074584 yylex_token: S-Right
1775986973.074586 yylex_token: end at WS
1775986973.074587 yylex_token: refresh-client
1775986973.074588 yylex_token: end at WS
1775986973.074589 yylex_token: -R
1775986973.074590 yylex_token: end at WS
1775986973.074591 yylex_token: 10
1775986973.074592 cmd_parse_build_commands 0:0: bind
1775986973.074593 cmd_parse_build_commands 0:1: -N
1775986973.074594 cmd_parse_build_commands 0:2: Move the visible part of the window right
1775986973.074595 cmd_parse_build_commands 0:3: -r
1775986973.074597 cmd_parse_build_commands 0:4: S-Right
1775986973.074598 cmd_parse_build_commands 0:5 0:0: refresh-client
1775986973.074599 cmd_parse_build_commands 0:5 0:1: -R
1775986973.074600 cmd_parse_build_commands 0:5 0:2: 10
1775986973.074602 cmd_parse_build_commands 0:0: refresh-client
1775986973.074603 cmd_parse_build_commands 0:1: -R
1775986973.074604 cmd_parse_build_commands 0:2: 10
1775986973.074605 args_parse_flags: next -R
1775986973.074606 args_parse_flags: -R
1775986973.074607 args_parse_flags: next 10
1775986973.074608 args_parse: flags end at 2 of 3
1775986973.074609 args_parse: 2 = 10 (type STRING)
1775986973.074611 cmd_parse_build_commands: refresh-client -R 10
1775986973.074612 args_parse_flags: next -N
1775986973.074614 args_parse_flag_argument: -N = Move the visible part of the window right
1775986973.074615 args_parse_flags: next -r
1775986973.074616 args_parse_flags: -r
1775986973.074616 args_parse_flags: next S-Right
1775986973.074618 args_parse: flags end at 4 of 6
1775986973.074619 args_parse: 4 = S-Right (type STRING)
1775986973.074620 args_parse: 5 = refresh-client -R 10 (type COMMANDS)
1775986973.074624 cmd_parse_build_commands: bind-key -r -N "Move the visible part of the window right" S-Right { refresh-client -R 10 }
1775986973.074626 cmdq_get_command: [bind-key/0x616815b2d810] group 610
1775986973.074627 cmdq_append <global>: [bind-key/0x616815b2d810]
1775986973.074631 yylex_token: end at WS
1775986973.074632 yylex_token: bind
1775986973.074633 yylex_token: end at WS
1775986973.074634 yylex_token: -N
1775986973.074636 yylex_token: end at WS
1775986973.074637 yylex_token: Reset so the visible part of the window follows the cursor
1775986973.074638 yylex_token: end at WS
1775986973.074639 yylex_token: -r
1775986973.074640 yylex_token: end at WS
1775986973.074641 yylex_token: DC
1775986973.074642 yylex_token: end at WS
1775986973.074643 yylex_token: refresh-client
1775986973.074644 yylex_token: end at WS
1775986973.074645 yylex_token: -c
1775986973.074647 cmd_parse_build_commands 0:0: bind
1775986973.074648 cmd_parse_build_commands 0:1: -N
1775986973.074649 cmd_parse_build_commands 0:2: Reset so the visible part of the window follows the cursor
1775986973.074650 cmd_parse_build_commands 0:3: -r
1775986973.074651 cmd_parse_build_commands 0:4: DC
1775986973.074653 cmd_parse_build_commands 0:5 0:0: refresh-client
1775986973.074654 cmd_parse_build_commands 0:5 0:1: -c
1775986973.074655 cmd_parse_build_commands 0:0: refresh-client
1775986973.074656 cmd_parse_build_commands 0:1: -c
1775986973.074658 args_parse_flags: next -c
1775986973.074659 args_parse_flags: -c
1775986973.074660 args_parse: flags end at 2 of 2
1775986973.074662 cmd_parse_build_commands: refresh-client -c
1775986973.074663 args_parse_flags: next -N
1775986973.074664 args_parse_flag_argument: -N = Reset so the visible part of the window follows the cursor
1775986973.074665 args_parse_flags: next -r
1775986973.074668 args_parse_flags: -r
1775986973.074669 args_parse_flags: next DC
1775986973.074670 args_parse: flags end at 4 of 6
1775986973.074672 args_parse: 4 = DC (type STRING)
1775986973.074673 args_parse: 5 = refresh-client -c (type COMMANDS)
1775986973.074677 cmd_parse_build_commands: bind-key -r -N "Reset so the visible part of the window follows the cursor" DC { refresh-client -c }
1775986973.074679 cmdq_get_command: [bind-key/0x616815b2dd40] group 618
1775986973.074680 cmdq_append <global>: [bind-key/0x616815b2dd40]
1775986973.074682 yylex_token: end at WS
1775986973.074683 yylex_token: bind
1775986973.074684 yylex_token: end at WS
1775986973.074685 yylex_token: -N
1775986973.074687 yylex_token: end at WS
1775986973.074688 yylex_token: Resize the pane up by 5
1775986973.074689 yylex_token: end at WS
1775986973.074690 yylex_token: -r
1775986973.074691 yylex_token: end at WS
1775986973.074692 yylex_token: M-Up
1775986973.074693 yylex_token: end at WS
1775986973.074694 yylex_token: resize-pane
1775986973.074695 yylex_token: end at WS
1775986973.074696 yylex_token: -U
1775986973.074697 yylex_token: end at WS
1775986973.074698 yylex_token: 5
1775986973.074699 cmd_parse_build_commands 0:0: bind
1775986973.074700 cmd_parse_build_commands 0:1: -N
1775986973.074701 cmd_parse_build_commands 0:2: Resize the pane up by 5
1775986973.074702 cmd_parse_build_commands 0:3: -r
1775986973.074703 cmd_parse_build_commands 0:4: M-Up
1775986973.074705 cmd_parse_build_commands 0:5 0:0: resize-pane
1775986973.074706 cmd_parse_build_commands 0:5 0:1: -U
1775986973.074707 cmd_parse_build_commands 0:5 0:2: 5
1775986973.074709 cmd_parse_build_commands 0:0: resize-pane
1775986973.074710 cmd_parse_build_commands 0:1: -U
1775986973.074711 cmd_parse_build_commands 0:2: 5
1775986973.074712 args_parse_flags: next -U
1775986973.074713 args_parse_flags: -U
1775986973.074714 args_parse_flags: next 5
1775986973.074715 args_parse: flags end at 2 of 3
1775986973.074716 args_parse: 2 = 5 (type STRING)
1775986973.074718 cmd_parse_build_commands: resize-pane -U 5
1775986973.074719 args_parse_flags: next -N
1775986973.074720 args_parse_flag_argument: -N = Resize the pane up by 5
1775986973.074722 args_parse_flags: next -r
1775986973.074722 args_parse_flags: -r
1775986973.074724 args_parse_flags: next M-Up
1775986973.074725 args_parse: flags end at 4 of 6
1775986973.074726 args_parse: 4 = M-Up (type STRING)
1775986973.074727 args_parse: 5 = resize-pane -U 5 (type COMMANDS)
1775986973.074731 cmd_parse_build_commands: bind-key -r -N "Resize the pane up by 5" M-Up { resize-pane -U 5 }
1775986973.074733 cmdq_get_command: [bind-key/0x616815b2e450] group 626
